No;Tipe_Soal;Job_Function;Tipe_Test;Job_Position;Module;Sub_Module_Learning_Point;Technical_Competency;Level_Competency;Question;A;B;C;D;Answer
99;pilihanganda;SALES;Quiz;SO;NEOP Sales Multiguna ;Bagaimana proses taksasi ?;;;Berikut ini yang tidak termasuk dalam tahapan dalam melakukan taksasi kendaraan adalah;Cek Harga Pasar;Isi FAP;Cek Kondisi Unit;Upload Galeri Taksasi;B
100;pilihanganda;SALES;Quiz;SO;NEOP Sales Multiguna ;Bagaimana proses taksasi ?;;;Berikut ini yang tidak termasuk dalam tahapan dalam melakukan taksasi kendaraan adalah;Cek Harga Pasar;Isi FAP;Cek Kondisi Unit;Upload Galeri Taksasi;B
101;pilihanganda;SALES;Quiz;SO;NEOP Sales Multiguna ;Bagaimana proses taksasi ?;;;Dalam taksasi unit, gesekan nomor yang diperlukan adalah..;Nomor rangka dan nomor mesin;Nomor polisi;Nomor jumlah kilometer;Nomor ban;a
102;pilihanganda;SALES;Quiz;SO;NEOP Sales Multiguna ;Bagaimana proses taksasi ?;;;Dalam taksasi unit, gesekan nomor yang diperlukan adalah..;Nomor rangka dan nomor mesin;Nomor polisi;Nomor jumlah kilometer;Nomor ban;a
103;pilihanganda;services;Quiz;CSO;NEOP CSO;Apa yang dikerjakan? ;;;Perubahan isi kontrak karena adanya perubahan unit yang dibiayai disebut dengan ;Amandemen Ganti Unit ;Amandemen PPHK;Amandemen Rescheduling ;Amandemen ganti mobil ;a
104;pilihanganda;services;Quiz;CSO;NEOP CSO;Apa yang dikerjakan? ;;;Pengalihan kontrak dari nasabah lama ke nasabah baru yang akan melanjutkan pembayaran secara kredit disebut;Amandemen Ganti Unit ;Amandemen PPHK;Amandemen Rescheduling ;Prepayment;b
105;pilihanganda;services;Quiz;CSO;NEOP CSO;Apa yang dikerjakan? ;;;PH x rate baru x tenor adalah rumus untuk mencari ;Nilai Pokok Hutang ;Nilai bunga baru ;Nilai Angsuran Baru ;Nilai AR baru ;b 
106;benar_salah;services;Quiz;CSO;NEOP CSO;Apa yang dikerjakan? ;;;Cabang handling adalah cabang yang akan menangani customer jika overdue ;;;;;benar 
107;pilihanganda;services;Quiz;CSO;NEOP CSO;Apa yang dikerjakan? ;;;Morning huddle pada fungsi service di cabang dilakukan setiap hari kerja pada jam ;07.30;07.45;07.50;08.00;benar 
108;pilihanganda;services;Quiz;CSO;NEOP CSO;Apa yang dikerjakan? ;;;Yang menjadi parameter service care pada BPKB Custodian, antara lain  ;SP BPKB > 90 ;BPKB in < 90 ;BPKB Out > 90 hari ;A & C Benar ;benar 
109;pilihanganda;services;Quiz;CSO;NEOP CSO;Apa yang perlu dikerjakan ?;;;Salah satu proses penangan keluhan di ACC adalah melalui ;ACC Care ;ACCMe;ACC Perfect ;Kontak ACC;benar 
110;pilihanganda;services;Quiz;CSO;NEOP CSO;Apa yang perlu dikerjakan ?;;;ada 3 jenis asuransi kendaraan di ACC, antara lain : ;Kombinasi ;Single;Monthly ;Semua benar ;salah
111;pilihanganda;services;Quiz;CSO;NEOP CSO;Apa yang perlu dikerjakan ?;;;Jenis Asuransi TLO (Total Loss Only) akan dapat di klaim ketika ;75% dari Nilai kerusakan mobil ;Seluruh kerusakan mobil dapat ditanggung ;Hanya interior luar yang bisa di klaim ;semua benar;a
112;benar_salah;services;Quiz;CSO;NEOP CSO;Apa yang perlu dikerjakan ?;;;Salah satu syarat keikutsertaan ACP adalah nilai total kredit (AR) dari satu atau beberapa kontrak maksimal 750 juta ;;;;;benar 
113;pilihanganda;services;Quiz;CSO;NEOP CSO;Gimana cara pelayanan CSO ?;;;Sikap responsif yang harus dimiliki CSO, antara lain ;Informatif ;mempermudah ;mempercepat ;menawarkan WIN ;a
114;pilihanganda;services;Quiz;CSO;NEOP CSO;Gimana cara pelayanan CSO ?;;;yang harus dilakukan oleh CSO pada saat proses pengambilan BPKB dengan menggunakan surat kuasa adalah ;Mengkonfirmasi customer dalam waktu maksimal 1 x 24 jam ;Mengkonfirmasi customer via telepon sebelum penyerahan BPKB ;Memeriksa hubungan antara customer dengan penerima kuasa ;Menawarkan produk lain ACC ;b
115;pilihanganda;services;Quiz;CSO;NEOP CSO;Gimana cara pelayanan CSO ?;;;Prosedur perpanjang STNK untuk perusahaan antara lain ;Fotokopi TDP ;Fotokopi SIUP ;Pembayaran harus 100% dari nilai simulasi perpanjang STNK ;semua benar;d
116;pilihanganda;services;Quiz;CSO;NEOP CSO;Gimana cara pelayanan CSO ?;;;Prosedur perpanjang STNK untuk perorangan antara lain ;STNK Asli ;Fotokopi TDP ;Fotokopi SIUP ;semua benar;a
117;pilihanganda;services;Quiz;TELLER;NEOP TELLER CASH,PDC & FAB;Apa  yang dikerjakan? ;;;Perubahan isi kontrak karena adanya perubahan unit yang dibiayai disebut dengan ;Amandemen Ganti Unit ;Amandemen PPHK;Amandemen Rescheduling ;Amandemen ganti mobil ;a
118;pilihanganda;services;Quiz;TELLER;NEOP TELLER CASH,PDC & FAB;Apa  yang dikerjakan? ;;;Pengalihan kontrak dari nasabah lama ke nasabah baru yang akan melanjutkan pembayaran secara kredit disebut;Amandemen Ganti Unit ;Amandemen PPHK;Amandemen Rescheduling ;Prepayment;b
119;pilihanganda;services;Quiz;TELLER;NEOP TELLER CASH,PDC & FAB;Apa  yang dikerjakan? ;;;PH x rate baru x tenor adalah rumus untuk mencari ;Nilai Pokok Hutang ;Nilai bunga baru ;Nilai Angsuran Baru ;Nilai AR baru ;b 
120;pilihanganda;services;Quiz;TELLER;NEOP TELLER CASH,PDC & FAB;Apa  yang dikerjakan? ;;;Penalty prepayment sebesar 7% ini berlaku untuk kontrak valid di tanggal ;sebelum 31 Maret 2015 ;Sebelum 1 Maret 2015 ;Setelah 1 Maret 2015;Setelah 1 Maret 2017;c
121;benar_salah;services;Quiz;TELLER;NEOP TELLER CASH,PDC & FAB;Apa  yang dikerjakan? ;;;Cabang handling adalah cabang yang akan menangani customer jika overdue ;;;;;benar 
122;pilihanganda;services;Quiz;TELLER;NEOP TELLER CASH,PDC & FAB;Apa  yang dikerjakan? ;;;Morning huddle pada fungsi service di cabang dilakukan setiap hari kerja pada jam ;07.30;07.45;07.50;08.00;b
123;pilihanganda;services;Quiz;TELLER;NEOP TELLER CASH,PDC & FAB;Apa  yang dikerjakan? ;;;Yang menjadi parameter service care pada BPKB Custodian, antara lain  ;SP BPKB > 90 ;BPKB in < 90 ;BPKB Out > 90 hari ;A & C Benar ;d
124;pilihanganda;services;pretest;TELLER;NEOP TELLER CASH,PDC & FAB;Apa sih Teller Cash, PDC dan FAB?;;;Morning huddle pada fungsi service di cabang dilakukan setiap hari kerja pada jam ;07.30;07.45;07.50;08.00;b
125;benar_salah;services;pretest;TELLER;NEOP TELLER CASH,PDC & FAB;Apa sih Teller Cash, PDC dan FAB?;;;Peran Teller adalah P3E, yaitu Pembayaran Angsuran, Pembayaran Prepayment, Pembayaran lainnya, dan Edukasi ;;;;;benar 
126;pilihanganda;services;pretest;TELLER;NEOP TELLER CASH,PDC & FAB;Apa sih Teller Cash, PDC dan FAB?;;;Denda akibat keterlamabatan dalam pembayaran angsuran adalah;0.3% per hari ;0.3% per keterlambatan ;0.5% per hari ;0.5% per keterlambatan ;c
127;pilihanganda;services;pretest;TELLER;NEOP TELLER CASH,PDC & FAB;Apa sih Teller Cash, PDC dan FAB?;;;Menu yang digunakan oleh Teller untuk menerima pembayaran Angsuran adalah ;AOL + AA ;AOL + AM ;AOL + STNK ;AOL + COLL ;b
128;pilihanganda;services;pretest;TELLER;NEOP TELLER CASH,PDC & FAB;Apa sih Teller Cash, PDC dan FAB?;;;Status CRI (Collateral Receiveable In) adalah ;Initiate penarikan unit ;Unit masuk pool ;Unit siap jual ;Cetak SK ;b
129;pilihanganda;services;pretest;TELLER;NEOP TELLER CASH,PDC & FAB;Apa sih Teller Cash, PDC dan FAB?;;;Status CRC (Collateral Receiveable Closed) adalah ;Unit Terjual ;Initiate penarikan unit ;Unit masuk pool ;Unit siap jual ;a
130;pilihanganda;services;pretest;TELLER;NEOP TELLER CASH,PDC & FAB;Apa sih Teller Cash, PDC dan FAB?;;;Unit sudah di eksekusi dan customer belum menyelesaikan sisa hutangnya, statusnya di AOL adalah ;CRI ;CRA;CRC;CRL ;a
131;benar_salah;services;pretest;TELLER;NEOP TELLER CASH,PDC & FAB;Apa sih Teller Cash, PDC dan FAB?;;;Uang kartal adalah alat yang sah yang digunakan sebagai pengganti uang karena lebih praktis dan ekonomis. Tetapi tidak berlaku mutlak sebagai alat pengukur karena dapat ditolak  tanpa adanya sanksi hukum ;;;;;benar 
132;pilihanganda;services;pretest;TELLER;NEOP TELLER CASH,PDC & FAB;Apa sih Teller Cash, PDC dan FAB?;;;Beikut ini termasuk kliring debet, kecuali ;Cek ;Bilyet Giro ;Transfer LLG ;Nota Debit ;c
133;benar_salah;services;pretest;TELLER;NEOP TELLER CASH,PDC & FAB;Apa sih Teller Cash, PDC dan FAB?;;;Giro boleh dikirimkan customer melalui pos atau paket ;;;;;salah
134;pilihanganda;services;pretest;TELLER;NEOP TELLER CASH,PDC & FAB;Apa sih Teller Cash, PDC dan FAB?;;;Diskon Denda dalam otoritas OH adalah sebesar ;Maksimal 150.000 dan jika > 150.000, maksimal 10% ;Maksimal 100.000 dan jika > 100.000, maksimal 5% ;Maksimal 200.000 dan jika > 200.000, maksimal 15% ;Maksimal 300.000 dan jika > 300.000, maksimal 20% ;c
135;pilihanganda;services;pretest;TELLER;NEOP TELLER CASH,PDC & FAB;Apa sih Teller Cash, PDC dan FAB?;;;Diskon Denda dalam otoritas Service Head  adalah sebesar ;Maksimal 150.000 dan jika > 150.000, maksimal 10% ;Maksimal 100.000 dan jika > 100.000, maksimal 5% ;Maksimal 200.000 dan jika > 200.000, maksimal 15% ;Maksimal 300.000 dan jika > 300.000, maksimal 20% ;b
136;pilihanganda;SALES;Quiz;SO;NEOP Sales Multiguna ;Apa yang dikerjakan?;;;Berikut adalah jenis dealer  dihandle oleh Sales officer new car adalah sebagai berikut, kecuali;Dealer Direct;Dealer Indirect;Showroom mobil bekas;Semua benar;C
137;pilihanganda;SALES;Quiz;SO;NEOP Sales Multiguna ;Apa yang dikerjakan?;;;Product yang dihandle oleh Sales Officer Multiguna adalah, kecuali ..;ACC Primary;ACC Flexi;ACC Priority;ACC Win;A
138;pilihanganda;SALES;Quiz;SO;NEOP Sales Multiguna ;Apa yang dikerjakan?;;;Yang merupakan Job Description dari  Sales Officer adalah ;Menjaga relasi dengan dealer ;Mencari aplikasi dari dealer rekanan;Menjaga kualitas booking;Semua benar;D
139;pilihanganda;SALES;Quiz;SO;NEOP Sales Multiguna ;Apa yang dikerjakan?;;;yang bukan merupakan target dari Sales Officer  antara lain ;First nine payment default (F9PD);Account Finance;Amount Finance;Unit Valid;B
140;pilihanganda;SALES;Quiz;SO;NEOP Sales Multiguna ;Apa yang dikerjakan?;;;Penjualan Dhika 9 bulan terakhir berjumlah 100 unit, pada akhir bulan Dhika memiliki 5 customer yang menunggak lebih dari 7 hari. Berapakah actual F9PD Dhika?;5%;95%;7%;9%;A
141;pilihanganda;SALES;Quiz;SO;NEOP Sales Multiguna ;Apa yang dikerjakan?;;;Budi calon customer ACC mengajukan kredit mobil. Harga mobil tersebut adalah 100 juta dan Budi membayar DP sebesar 25 juta. Berapakah Pokok Hutang dari aplikasi budi?;100 Jt;25 Jt;75 Jt;125 Jt;C
142;pilihanganda;SALES;Quiz;SO;NEOP Sales Multiguna ;Bagaimana cara berjualan ?;;;Asuransi ACP (ACC Credit Protection) memberikan perlindungan terhadap .. , kecuali;Perlindungan Kematian;Perlindungan Penyakit tertentu;Perlindungan Kecelakaan;Perlindungan Kendaraan;D
143;pilihanganda;SALES;Quiz;SO;NEOP Sales Multiguna ;Bagaimana cara berjualan ?;;;yang tidak termasuk dalam Prinsip 3M dalam mejalin hubungan dengan dealer adalah;Mendapatkan;Menjaga;Mengembangkan;Menghargai;D
144;pilihanganda;SALES;Quiz;SO;NEOP Sales Multiguna ;Bagaimana cara berjualan ?;;;"
Budi mengajukan kredit dengan kondisi sebagai berikut :
OTR: 100 Juta
DP 30%
Tenor : 3 Tahun
Bunga jual :  10% /tahun

Berapakah pokok Hutang Budi ?
";70 Juta;100 Juta;10 Juta;30 Juta;A
145;pilihanganda;SALES;Quiz;SO;NEOP Sales Multiguna ;Bagaimana cara berjualan ?;;;"
Budi mengajukan kredit dengan kondisi sebagai berikut :
OTR: 100 Juta
DP 30%
Tenor : 3 Tahun
Bunga jual :  10% /tahun

Berapakah biaya Bunga pada aplikasi Budi ?
";30 Juta;21 Juta;10 Juta;9 Juta;B
146;pilihanganda;SALES;Quiz;SO;NEOP Sales Multiguna ;Bagaimana cara berjualan ?;;;"
Budi mengajukan kredit dengan kondisi sebagai berikut :
OTR: 100 Juta
DP 30%
Tenor : 3 Tahun
Bunga jual :  10% /tahun

Berapakah angsuran Budi perbulannya?
";2.527.778;3.361.111;2.777.778;1.944.444;A
147;pilihanganda;SALES;Quiz;SO;NEOP Sales Multiguna ;Bagaimana cara berjualan ?;;;"Untuk mencari besarnya biaya asuransi kendaraan maka cara perhitungannya adalah %rate asuransi dikali dengan ..
"; MRP ; OTR ; Pokok Hutang ; Bunga ;B
148;pilihanganda;SALES;Quiz;SO;NEOP Sales Multiguna ;Bagaimana cara berjualan ?;;;"Untuk mencari besarnya biaya asuransi ACP maka cara perhitungannya adalah %rate asuransi dikali dengan ..
"; MRP ; OTR ; Pokok Hutang ; Bunga ;C
149;pilihanganda;SALES;Quiz;SO;NEOP Sales Multiguna ;Bagaimana cara berjualan ?;;;Yang wajib menandatangani FAP antara lain ;co-borrower;Dealer;Penjamin; Guarantor ;B
150;pilihanganda;SALES;Quiz;SO;NEOP Sales Multiguna ;Bagaimana cara berjualan ?;;;Menggali informasi customer di awal adalah tahapan dalam proses ;AAV;Pra analisa;greeting call; Desk Call ;B
151;pilihanganda;SALES;Quiz;SO;NEOP Sales Multiguna ;Bagaimana cara berjualan ?;;;Usia minimal calon customer yang sudah menikah adalah ;21 Tahun;17 Tahun;18 Tahun; 20 Tahun ;c
152;pilihanganda;SALES;Quiz;SO;NEOP Sales Multiguna ;Bagaimana cara berjualan ?;;;BPKB beda nama, antara keponakan dengan Bibi/Paman, dengan syarat harus approval sampai siapa ?;RODH;RROH;BM; COO ;b 
153;pilihanganda;UNDERWRITING ;Quiz;CA;NEOP CREDIT ANALYST ;Apa yang dikerjakan? ;;;Penggalian informasi secara khusus untuk pembiayaan Syariah antara lain ;Tujuan penggunaan unit ;pekerjaan ;Usaha customer ;Semua benar;d
154;pilihanganda;UNDERWRITING ;Quiz;CA;NEOP CREDIT ANALYST ;Apa yang dikerjakan? ;;;Untukpenggunaan unit  pembiayaan unit Syariah, unit tidak diperbolehkan untuk ;Angkut batu bara ;Transportasi umum ;Usaha rental ;Angkut minuman keras;d
155;pilihanganda;UNDERWRITING ;Quiz;CA;NEOP CREDIT ANALYST ;Apa yang dikerjakan? ;;;Dalam ketentuan survey, total pengajuan ? 5 unit reguler yang wajib melakukan survey adalah ;Surveyor ;BUH ;RCCA;Surveyor dan BUH ;d
156;benar_salah;UNDERWRITING ;Quiz;CA;NEOP CREDIT ANALYST ;Apa yang dikerjakan? ;;;F9PD Snapshot adalah KPI dari Credit Analyst ;;;;;salah
157;pilihanganda;UNDERWRITING ;Quiz;CA;NEOP CREDIT ANALYST ;Apa yang dikerjakan? ;;;Usia minimal calon customer ACC yang paling tepat  adalah ;21 Tahun ;17 tahun jika sudah menikah ;16 Tahun jika sudah menikah ;22 Tahun ;a
158;pilihanganda;UNDERWRITING ;Quiz;CA;NEOP CREDIT ANALYST ;Apa yang dikerjakan? ;;;Pengajuan BPKB beda nama dengan nama customer ACC (menggunakan nama mertua) approval ;OH;BM;RROH;RODH ;c
159;pilihanganda;UNDERWRITING ;Quiz;CA;NEOP CREDIT ANALYST ;Apa yang dikerjakan? ;;;Pengajuan BPKB beda nama dengan nama customer ACC (menggunakan nama teman kantor ) approval ;OH;BM;RROH;RODH ;d
160;pilihanganda;UNDERWRITING ;Quiz;CA;NEOP CREDIT ANALYST ;Apa yang dikerjakan? ;;;Aturan DP untuk unit produktif & Non Produktif adalah ;15%;20%;25%;30%;b
161;pilihanganda;UNDERWRITING ;Quiz;CA;NEOP CREDIT ANALYST ;Apa yang dikerjakan? ;;;Aturan Skema kredit untuk retail regular antara lain : ;Total AR ? 1.5 M ;Total AR ? 3 M;Total AR ? 5 M;Total AR ? 1 M;a
162;pilihanganda;UNDERWRITING ;Quiz;CA;NEOP CREDIT ANALYST ;Apa yang dikerjakan? ;;;Yang dapat melakukan monitoring pemakaian cap override di cabang adalah ;SOH ;SH ;BM ;BM dan OH ;d
163;pilihanganda;UNDERWRITING ;Quiz;CA;NEOP CREDIT ANALYST ;Apa yang dikerjakan? ;;;Penentuan batas cap override cabang adalah ;performance booking ;performance override ;performance berdasarkan F9PD ;semua benar ;d 
164;pilihanganda;UNDERWRITING ;Quiz;CA;NEOP CREDIT ANALYST ;Apa aja yang harus diperhatikan ? ;;;Prinsip Analisa Kredit antara lain adalah ;Capacity ;Character;Condition ;semua benar ;d
165;pilihanganda;UNDERWRITING ;Quiz;CA;NEOP CREDIT ANALYST ;Apa aja yang harus diperhatikan ? ;;;kemampuan Customer untuk membayar angsuran, masuk dalam prinsip kredit … ;Capacity ;Character;Condition ;Collateral ;a
166;pilihanganda;UNDERWRITING ;Quiz;CA;NEOP CREDIT ANALYST ;Apa aja yang harus diperhatikan ? ;;;"Analisa dari seluruh ASET/HARTA YANG DIMILIKI sebagai hasil dari usaha yang dilakukan
dan juga seluruh ASET OPERASIONAL yang digunakan dalam kegiatan usaha";Capacity ;Character;Collateral;Capital ;d
167;pilihanganda;UNDERWRITING ;Quiz;CA;NEOP CREDIT ANALYST ;Apa aja yang harus diperhatikan ? ;;;"Jaminan yang diberikan sebagai cara untuk memperkecil risiko yang ditanggung
oleh kreditur";Capacity ;Character;Collateral;Capital ;c
168;pilihanganda;UNDERWRITING ;Quiz;CA;NEOP CREDIT ANALYST ;Apa aja yang harus diperhatikan ? ;;;"Faktor eksternal yang mempengaruhi kemampuan debitur memenuhi kewajiban
kreditnya.";Capacity ;Character;Condition ;Collateral ;c
169;pilihanganda;UNDERWRITING ;Quiz;CA;NEOP CREDIT ANALYST ;Apa aja yang harus diperhatikan ? ;;;"Reputasi debitur, pengalaman, dan nilai-nilai etika yang mengambarkan watak
dan itikad debitur";Capacity ;Character;Condition ;Collateral ;b
170;pilihanganda;UNDERWRITING ;Quiz;CA;NEOP CREDIT ANALYST ;Apa aja yang harus diperhatikan ? ;;;Yang termasuk pihak ke3 dalam tahapan survey untuk kategori perorangan adalah ;Tetangga ;Mertua ;Anak ;semua benar;a
171;pilihanganda;UNDERWRITING ;Quiz;CA;NEOP CREDIT ANALYST ;Apa aja yang harus diperhatikan ? ;;;pada proses survey, dalam parameter rumah, ada 3 fokus yang harus diperhatikan yaitu ;Kondisi rumah ;Akses ;Lingkungan ;semua benar;d
172;pilihanganda;UNDERWRITING ;Quiz;SURVEYOR ;NEOP SURVEYOR;Apa aja yang dikerjakan ? ;;;Max AR customer RO/AO  dalam pengajuan kredit yang wajib dilakukan survey by phone adalah sebesar ;350 Juta ;500 juta ;300 Juta ;250 Juta ;b
173;pilihanganda;UNDERWRITING ;Quiz;SURVEYOR ;NEOP SURVEYOR;Apa aja yang dikerjakan ? ;;;IM yang mengatur proses survey dan AAV (Auto Asset Verification) ;IM No: 001/RDH/VI/2011;IM No: 001/FMA/VI/2011;IM No: 002/FMA/I/2011;IM No: 002/RDH/I/2011;a
174;pilihanganda;UNDERWRITING ;Quiz;SURVEYOR ;NEOP SURVEYOR;Apa aja yang dikerjakan ? ;;;IM yang mengatur survey dan analisa segmen khusus unit reguler ;IM No: 001/RDH/IM/VI/2011;IM No: 001/FMA/IM/VI/2011;IM No: 002/FMA/IM/I/2011;IM No: 002/RDH/IM/I/2011;c
175;pilihanganda;UNDERWRITING ;Quiz;SURVEYOR ;NEOP SURVEYOR;Apa aja yang dikerjakan ? ;;;Berikut merupakan salah satu mekanisme yang wajib untuk pengambilan unit Pick Up atau Truck ;Surveyor bertemu langsung dengan calon customer ;Survey usaha di lokasi usaha/ lokasi dimana unit akan digunakan ;semua jawaban benar;Meminta dokumen keuangan atau dokumen lainnya yang setara;c
176;pilihanganda;UNDERWRITING ;Quiz;SURVEYOR ;NEOP SURVEYOR;Apa aja yang dikerjakan ? ;;;Untukpenggunaan unit  pembiayaan unit Syariah, unit tidak diperbolehkan untuk ;Angkut batu bara ;Transportasi umum ;Usaha rental ;Angkut minuman keras;d
177;pilihanganda;UNDERWRITING ;Quiz;SURVEYOR ;NEOP SURVEYOR;Apa aja yang dikerjakan ? ;;;Dalam ketentuan survey, total pengajuan ? 5 unit reguler yang wajib melakukan survey adalah ;Surveyor ;BUH ;RCCA;Surveyor dan BUH ;d
178;pilihanganda;UNDERWRITING ;Quiz;SURVEYOR ;NEOP SURVEYOR;Apa aja yang dikerjakan ? ;;;Tujuan melakukan survey antara lain ;Kesempatan untuk melihat karakter calon customer;Credit Background ;Cek aset yang dimilliki calon customer ;Semua benar ;d
179;pilihanganda;UNDERWRITING ;Quiz;SURVEYOR ;NEOP SURVEYOR;Apa aja yang harus diperhatikan ? ;;;Prinsip Analisa Kredit antara lain adalah ;Capacity ;Character;Condition ;semua benar ;d
180;pilihanganda;UNDERWRITING ;Quiz;SURVEYOR ;NEOP SURVEYOR;Apa aja yang harus diperhatikan ? ;;;kemampuan Customer untuk membayar angsuran, masuk dalam prinsip kredit … ;Capacity ;Character;Condition ;Collateral ;a
181;pilihanganda;UNDERWRITING ;Quiz;SURVEYOR ;NEOP SURVEYOR;Apa aja yang harus diperhatikan ? ;;;"Analisa dari seluruh ASET/HARTA YANG DIMILIKI sebagai hasil dari usaha yang dilakukan
dan juga seluruh ASET OPERASIONAL yang digunakan dalam kegiatan usaha";Capacity ;Character;Collateral;Capital ;d
182;pilihanganda;UNDERWRITING ;Quiz;SURVEYOR ;NEOP SURVEYOR;Apa aja yang harus diperhatikan ? ;;;"Jaminan yang diberikan sebagai cara untuk memperkecil risiko yang ditanggung
oleh kreditur";Capacity ;Character;Collateral;Capital ;c
183;pilihanganda;UNDERWRITING ;Quiz;SURVEYOR ;NEOP SURVEYOR;Apa aja yang harus diperhatikan ? ;;;"Faktor eksternal yang mempengaruhi kemampuan debitur memenuhi kewajiban
kreditnya.";Capacity ;Character;Condition ;Collateral ;c
184;pilihanganda;UNDERWRITING ;Quiz;SURVEYOR ;NEOP SURVEYOR;Apa aja yang harus diperhatikan ? ;;;"Reputasi debitur, pengalaman, dan nilai-nilai etika yang mengambarkan watak
dan itikad debitur";Capacity ;Character;Condition ;Collateral ;b
185;pilihanganda;UNDERWRITING ;Quiz;RCCA;NEOP RCCA;Apa aja yang dikerjakan ? ;;;Penggalian informasi secara khusus untuk pembiayaan Syariah antara lain ;Tujuan penggunaan unit ;pekerjaan ;Usaha customer ;Semua benar;d
186;pilihanganda;UNDERWRITING ;Quiz;RCCA;NEOP RCCA;Apa aja yang dikerjakan ? ;;;Untukpenggunaan unit  pembiayaan unit Syariah, unit tidak diperbolehkan untuk ;Angkut batu bara ;Transportasi umum ;Usaha rental ;Angkut minuman keras;d
187;pilihanganda;UNDERWRITING ;Quiz;RCCA;NEOP RCCA;Apa aja yang dikerjakan ? ;;;Dalam ketentuan survey, total pengajuan ? 5 unit reguler yang wajib melakukan survey adalah ;Surveyor ;BUH ;RCCA;Surveyor dan BUH ;d
188;pilihanganda;UNDERWRITING ;Quiz;RCCA;NEOP RCCA;Apa aja yang dikerjakan ? ;;;Aturan DP untuk unit produktif & Non Produktif adalah ;15%;20%;25%;30%;b
189;pilihanganda;UNDERWRITING ;Quiz;RCCA;NEOP RCCA;Apa aja yang dikerjakan ? ;;;Aturan Skema kredit untuk retail regular antara lain : ;Total AR ? 1.5 M ;Total AR ? 3 M;Total AR ? 5 M;Total AR ? 1 M;a
190;pilihanganda;UNDERWRITING ;Quiz;RCCA;NEOP RCCA;Apa aja yang dikerjakan ? ;;;Yang dapat melakukan monitoring pemakaian cap override di cabang adalah ;SOH ;SH ;BM ;BM dan OH ;d
191;pilihanganda;UNDERWRITING ;Quiz;RCCA;NEOP RCCA;Apa aja yang dikerjakan ? ;;;Penentuan batas cap override cabang adalah ;performance booking ;performance override ;performance berdasarkan F9PD ;semua benar ;d 
192;pilihanganda;UNDERWRITING ;Quiz;RCCA;NEOP RCCA;Apa aja yang harus diperhatikan ? ;;;"Analisa dari seluruh ASET/HARTA YANG DIMILIKI sebagai hasil dari usaha yang dilakukan
dan juga seluruh ASET OPERASIONAL yang digunakan dalam kegiatan usaha";Capacity ;Character;Collateral;Capital ;d
193;pilihanganda;UNDERWRITING ;Quiz;RCCA;NEOP RCCA;Apa aja yang harus diperhatikan ? ;;;"Jaminan yang diberikan sebagai cara untuk memperkecil risiko yang ditanggung
oleh kreditur";Capacity ;Character;Collateral;Capital ;c
194;pilihanganda;UNDERWRITING ;Quiz;RCCA;NEOP RCCA;Apa aja yang harus diperhatikan ? ;;;"Faktor eksternal yang mempengaruhi kemampuan debitur memenuhi kewajiban
kreditnya.";Capacity ;Character;Condition ;Collateral ;c
195;pilihanganda;UNDERWRITING ;Quiz;RCCA;NEOP RCCA;Apa aja yang harus diperhatikan ? ;;;"Reputasi debitur, pengalaman, dan nilai-nilai etika yang mengambarkan watak
dan itikad debitur";Capacity ;Character;Condition ;Collateral ;b
196;pilihanganda;UNDERWRITING ;Quiz;RCCA;NEOP RCCA;Apa aja yang harus diperhatikan ? ;;;Yang termasuk pihak ke3 dalam tahapan survey untuk kategori perorangan adalah ;Tetangga ;Mertua ;Anak ;semua benar;a
197;pilihanganda;UNDERWRITING ;Quiz;RCCA;NEOP RCCA;Apa aja yang harus diperhatikan ? ;;;pada proses survey, dalam parameter rumah, ada 3 fokus yang harus diperhatikan yaitu ;Kondisi rumah ;Akses ;Lingkungan ;semua benar;d
